name,type,start_time,duration,ack,address,read,description,,,
I2C 8-bit Address Display,i2c-data,0.2381915,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2384505,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2384505,0.0002325,,,,0x01 + ACK,,0x01, # 0x78 : not user-modifiable */
I2C,data,0.23871,0.0002335,true,,,,,0x0f, # 0x79 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.23871,0.0002335,,,,0x0F + ACK,,0x0d, # 0x7a : not user-modifiable */
I2C,data,0.2389695,0.0002325,true,,,,,0x0e, # 0x7b : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2389695,0.0002325,,,,0x0D + ACK,,0x0e, # 0x7c : not user-modifiable */
I2C,data,0.239229,0.000233,true,,,,,0x00, # 0x7d : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.239229,0.000233,,,,0x0E + ACK,,0x00, # 0x7e : not user-modifiable */
I2C,data,0.239489,0.0002335,true,,,,,0x02, # 0x7f : ROI center
I2C 8-bit Address Display,i2c-data,0.239489,0.0002335,,,,0x0E + ACK,,,
I2C,data,0.2397485,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2397485,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2400075,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2400075,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2402665,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2402665,0.000234,,,,0x02 + ACK,,,
I2C,data,0.2405265,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2405265,0.000233,,,,0xC7 + ACK,,0xc7, # 0x80 : XY ROI (X=Width
I2C,data,0.2407855,0.000234,true,,,,,0xff, # 0x81 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2407855,0.000234,,,,0xFF + ACK,,0x9B, # 0x82 : not user-modifiable */
I2C,data,0.2410455,0.0002305,true,,,,,0x00, # 0x83 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2410455,0.0002305,,,,0x9B + ACK,,0x00, # 0x84 : not user-modifiable */
I2C,data,0.2413025,0.0002325,true,,,,,0x00, # 0x85 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2413025,0.0002325,,,,0x00 + ACK,,0x01, # 0x86 : clear interrupt
I2C,data,0.2415615,0.0002325,true,,,,,0x01, use StartRanging() or StopRanging()
I2C 8-bit Address Display,i2c-data,0.2415615,0.0002325,,,,0x00 + ACK,,0x40,",  # 0x87 : start ranging"
I2C,data,0.241821,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.241821,0.000232,,,,0x00 + ACK,,,
I2C,data,0.24208,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.24208,0.000234,,,,0x01 + ACK,,,
I2C,data,0.2423405,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2423405,0.0002315,,,,0x01 + ACK,,,
I2C,data,0.242599,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.242599,0.0002325,,,,0x40 + ACK,,,
I2C,stop,0.24287,0.0000005,,,,,,,
I2C,start,0.2429545,0.0000005,,,,,,,
I2C,address,0.2429935,0.000232,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2429935,0.000232,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.243253,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.243253,0.000232,,,,0x00 + ACK,,,
I2C,data,0.2435115,0.0002295,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2435115,0.0002295,,,,0x22 + ACK,,,
I2C,start,0.2437685,0.0000005,,,,,,,
I2C,address,0.243808,0.000232,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.243808,0.000232,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.2440665,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2440665,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2443255,0.000234,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.2443255,0.000234,,,,0x14 + NAK,,,
I2C,stop,0.2445985,0.0000005,,,,,,,
I2C,start,0.244723,0.0000005,,,,,,,
I2C,address,0.2447615,0.000233,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2447615,0.000233,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.2450205,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2450205,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2452795,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2452795,0.0002325,,,,0x1E + ACK,,,
I2C,data,0.2455385,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2455385,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2457975,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2457975,0.0002335,,,,0x50 + ACK,,,
I2C,stop,0.2460705,0.0000005,,,,,,,
I2C,start,0.441736,0.0000005,,,,,,,
I2C,address,0.4417755,0.0002315,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.4417755,0.0002315,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.4420335,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4420335,0.000233,,,,0x00 + ACK,,,
I2C,data,0.4422935,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4422935,0.000233,,,,0x89 + ACK,,,
I2C,start,0.4425545,0.0000005,,,,,,,
I2C,address,0.4425935,0.000231,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.4425935,0.000231,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.442851,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.442851,0.000233,,,,0x09 + ACK,,,
I2C,data,0.4431105,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4431105,0.0002325,,,,0x09 + ACK,,,
I2C,data,0.4433695,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4433695,0.0002325,,,,0x01 + ACK,,,
I2C,data,0.443629,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.443629,0.000234,,,,0x38 + ACK,,,
I2C,data,0.443888,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.443888,0.000234,,,,0x02 + ACK,,,
I2C,data,0.444147,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444147,0.000234,,,,0x09 + ACK,,,
I2C,data,0.444406,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444406,0.000233,,,,0xAD + ACK,,,
I2C,data,0.444665,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444665,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.444924,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444924,0.0002325,,,,0x03 + ACK,,,
I2C,data,0.445183,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445183,0.000232,,,,0x00 + ACK,,,
I2C,data,0.445442,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445442,0.000233,,,,0x06 + ACK,,,
I2C,data,0.4457005,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4457005,0.0002315,,,,0x20 + ACK,,,
I2C,data,0.445959,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445959,0.000234,,,,0xA6 + ACK,,,
I2C,data,0.446218,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446218,0.0002335,,,,0x01 + ACK,,,
I2C,data,0.446478,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446478,0.000234,,,,0x99 + ACK,,,
I2C,data,0.446738,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446738,0.000232,,,,0x09 + ACK,,,
I2C,data,0.446995,0.000233,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.446995,0.000233,,,,0xAD + NAK,,,
I2C,stop,0.4472685,0.0000005,,,,,,,
I2C,start,0.5467145,0.0000005,,,,,,,
I2C,address,0.5467535,0.0002315,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.5467535,0.0002315,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.5470115,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.5470115,0.000233,,,,0x00 + ACK,,,
I2C,data,0.547271,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.547271,0.000233,,,,0x89 + ACK,,,
I2C,start,0.547531,0.0000005,,,,,,,
I2C,address,0.54757,0.0002305,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.54757,0.0002305,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.547827,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.547827,0.000232,,,,0x09 + ACK,,,
I2C,data,0.548084,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548084,0.000232,,,,0x09 + ACK,,,
I2C,data,0.548343,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548343,0.000234,,,,0x01 + ACK,,,
I2C,data,0.548604,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548604,0.000234,,,,0x39 + ACK,,,
I2C,data,0.548865,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548865,0.000232,,,,0xC0 + ACK,,,
I2C,data,0.549124,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.549124,0.000233,,,,0x09 + ACK,,,
I2C,data,0.549384,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.549384,0.000233,,,,0xDA + ACK,,,
I2C,data,0.5496435,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.5496435,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.549901,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.549901,0.000234,,,,0x04 + ACK,,,
I2C,data,0.55016,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.55016,0.000232,,,,0x00 + ACK,,,
I2C,data,0.550419,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.550419,0.000234,,,,0x06 + ACK,,,
I2C,data,0.550679,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.550679,0.000233,,,,0x20 + ACK,,,
I2C,data,0.550937,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.550937,0.000232,,,,0xB9 + ACK,,,
I2C,data,0.551196,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.551196,0.000232,,,,0x01 + ACK,,,
I2C,data,0.551455,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.551455,0.000234,,,,0x99 + ACK,,,
I2C,data,0.551715,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.551715,0.000234,,,,0x09 + ACK,,,
I2C,data,0.551976,0.000233,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.551976,0.000233,,,,0xDA + NAK,,,
I2C,stop,0.5522495,0.0000005,,,,,,,
I2C,start,0.651711,0.0000005,,,,,,,
I2C,address,0.65175,0.0002335,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.65175,0.0002335,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.65201,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.65201,0.000233,,,,0x00 + ACK,,,
I2C,data,0.652269,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.652269,0.0002315,,,,0x89 + ACK,,,
I2C,start,0.652528,0.0000005,,,,,,,
I2C,address,0.652567,0.0002325,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.652567,0.0002325,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.652826,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.652826,0.000233,,,,0x09 + ACK,,,
I2C,data,0.653086,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.653086,0.000234,,,,0x09 + ACK,,,
I2C,data,0.653345,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.653345,0.0002315,,,,0x01 + ACK,,,
I2C,data,0.653603,0.00023,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.653603,0.00023,,,,0x39 + ACK,,,
I2C,data,0.65386,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.65386,0.000234,,,,0xC0 + ACK,,,
I2C,data,0.654119,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.654119,0.000233,,,,0x09 + ACK,,,
I2C,data,0.654379,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.654379,0.000234,,,,0xDA + ACK,,,
I2C,data,0.65464,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.65464,0.000233,,,,0x00 + ACK,,,
I2C,data,0.6549,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.6549,0.000233,,,,0x04 + ACK,,,
I2C,data,0.65516,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.65516,0.000232,,,,0x00 + ACK,,,
I2C,data,0.655419,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.655419,0.000233,,,,0x06 + ACK,,,
I2C,data,0.655678,0.000231,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.655678,0.000231,,,,0x20 + ACK,,,
I2C,data,0.655936,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.655936,0.000232,,,,0xB9 + ACK,,,
I2C,data,0.656195,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.656195,0.0002335,,,,0x01 + ACK,,,
I2C,data,0.656454,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.656454,0.000233,,,,0x99 + ACK,,,
I2C,data,0.656714,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.656714,0.000234,,,,0x09 + ACK,,,
I2C,data,0.656974,0.0002325,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.656974,0.0002325,,,,0xDA + NAK,,,
I2C,stop,0.6572455,0.0000005,,,,,,,
I2C,start,0.756711,0.0000005,,,,,,,
I2C,address,0.75675,0.0002325,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.75675,0.0002325,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.757009,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.757009,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.757268,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.757268,0.0002315,,,,0x89 + ACK,,,
I2C,start,0.7575265,0.0000005,,,,,,,
I2C,address,0.757566,0.0002335,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.757566,0.0002335,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.757826,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.757826,0.000233,,,,0x09 + ACK,,,
I2C,data,0.758085,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.758085,0.000233,,,,0x09 + ACK,,,
I2C,data,0.758343,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.758343,0.000234,,,,0x01 + ACK,,,
I2C,data,0.758604,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.758604,0.000233,,,,0x38 + ACK,,,
I2C,data,0.758864,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.758864,0.000233,,,,0x02 + ACK,,,
I2C,data,0.759124,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.759124,0.000232,,,,0x09 + ACK,,,
I2C,data,0.759383,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.759383,0.000233,,,,0xB2 + ACK,,,
I2C,data,0.759642,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.759642,0.000234,,,,0x00 + ACK,,,
I2C,data,0.759902,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.759902,0.000233,,,,0x03 + ACK,,,
I2C,data,0.760161,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.760161,0.000233,,,,0x00 + ACK,,,
I2C,data,0.760419,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.760419,0.0002335,,,,0x06 + ACK,,,
I2C,data,0.760679,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.760679,0.000233,,,,0x20 + ACK,,,
I2C,data,0.760937,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.760937,0.0002335,,,,0xB7 + ACK,,,
I2C,data,0.761196,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.761196,0.000232,,,,0x01 + ACK,,,
I2C,data,0.761455,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.761455,0.0002335,,,,0x9B + ACK,,,
I2C,data,0.761715,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.761715,0.0002315,,,,0x09 + ACK,,,
I2C,data,0.761972,0.0002335,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.761972,0.0002335,,,,0xB2 + NAK,,,
I2C,stop,0.7622445,0.0000005,,,,,,,
I2C,start,0.861711,0.0000005,,,,,,,
I2C,address,0.86175,0.0002315,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.86175,0.0002315,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.862008,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.862008,0.0002335,,,,0x00 + ACK,,,
I2C,data,0.8622675,0.00023,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8622675,0.00023,,,,0x89 + ACK,,,
I2C,start,0.8625245,0.0000005,,,,,,,
I2C,address,0.862564,0.0002315,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.862564,0.0002315,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.862822,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.862822,0.000234,,,,0x09 + ACK,,,
I2C,data,0.863083,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.863083,0.0002335,,,,0x09 + ACK,,,
I2C,data,0.8633415,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8633415,0.000233,,,,0x01 + ACK,,,
I2C,data,0.863601,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.863601,0.000234,,,,0x38 + ACK,,,
I2C,data,0.8638615,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8638615,0.000234,,,,0x02 + ACK,,,
I2C,data,0.8641205,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8641205,0.0002335,,,,0x09 + ACK,,,
I2C,data,0.864381,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.864381,0.000234,,,,0xB2 + ACK,,,
I2C,data,0.864641,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.864641,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.8649,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8649,0.0002325,,,,0x03 + ACK,,,
I2C,data,0.865158,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.865158,0.0002335,,,,0x00 + ACK,,,
I2C,data,0.865417,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.865417,0.000234,,,,0x06 + ACK,,,
I2C,data,0.8656775,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8656775,0.0002335,,,,0x20 + ACK,,,
I2C,data,0.8659375,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8659375,0.0002325,,,,0xB7 + ACK,,,
I2C,data,0.8661965,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8661965,0.000234,,,,0x01 + ACK,,,
I2C,data,0.8664555,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.8664555,0.0002335,,,,0x9B + ACK,,,
I2C,data,0.866716,0.000231,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.866716,0.000231,,,,0x09 + ACK,,,
I2C,data,0.8669735,0.000231,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.8669735,0.000231,,,,0xB2 + NAK,,,
I2C,stop,0.867244,0.0000005,,,,,,,
I2C,start,0.966708,0.0000005,,,,,,,
I2C,address,0.9667465,0.000232,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.9667465,0.000232,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.9670045,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9670045,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.967264,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.967264,0.000233,,,,0x89 + ACK,,,
I2C,start,0.967525,0.0000005,,,,,,,
I2C,address,0.9675635,0.0002335,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.9675635,0.0002335,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.9678235,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9678235,0.000232,,,,0x09 + ACK,,,
I2C,data,0.968082,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.968082,0.0002335,,,,0x09 + ACK,,,
I2C,data,0.9683405,0.0002345,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9683405,0.0002345,,,,0x01 + ACK,,,
I2C,data,0.968602,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.968602,0.000234,,,,0x39 + ACK,,,
I2C,data,0.9688625,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9688625,0.0002325,,,,0xC0 + ACK,,,
I2C,data,0.9691215,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9691215,0.0002325,,,,0x09 + ACK,,,
I2C,data,0.9693805,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9693805,0.000234,,,,0xFE + ACK,,,
I2C,data,0.96964,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.96964,0.0002335,,,,0x00 + ACK,,,
I2C,data,0.9699,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9699,0.0002325,,,,0x03 + ACK,,,
I2C,data,0.970159,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.970159,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.9704165,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9704165,0.000234,,,,0x06 + ACK,,,
I2C,data,0.970677,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.970677,0.0002325,,,,0x20 + ACK,,,
I2C,data,0.9709345,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9709345,0.000234,,,,0xBE + ACK,,,
I2C,data,0.9711935,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9711935,0.0002325,,,,0x01 + ACK,,,
I2C,data,0.9714525,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.9714525,0.000234,,,,0x99 + ACK,,,
I2C,data,0.971713,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.971713,0.0002315,,,,0x09 + ACK,,,
I2C,data,0.9719695,0.000234,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.9719695,0.000234,,,,0xFE + NAK,,,
I2C,stop,0.972242,0.0000005,,,,,,,
